Orgao	ID serv.	Nome Serviço	Status	url	Maturidade	Atualizador	Data Modificação	Data Criação
IPASEAL SAÚDE	593030d38c36c7519c6e47cc	Alteração de Dependente	True	http://www.servicos.al.gov.br/servico/593030d38c36c7519c6e47cc/alteracao-de-dependente		None		
IPASEAL SAÚDE	593032da8c36c7519c6e47ce	Bloqueio de Dependente	True	http://www.servicos.al.gov.br/servico/593032da8c36c7519c6e47ce/bloqueio-de-dependente		None		
IPASEAL SAÚDE	59303e8f8c36c75a9871023c	Autorização de consultas / exames	True	http://www.servicos.al.gov.br/servico/59303e8f8c36c75a9871023c/autorizacao-de-consultas-exames		None		
IPASEAL SAÚDE	59303f428c36c7519c6e47d1	Autorização de Internamento	True	http://www.servicos.al.gov.br/servico/59303f428c36c7519c6e47d1/autorizacao-de-internamento		None		
IPASEAL SAÚDE	593049aa8c36c7519c6e47d3	Novas Adesões	False	http://www.servicos.al.gov.br/servico/593049aa8c36c7519c6e47d3/novas-adesoes		None	06/03/2018 16:13	
IPASEAL SAÚDE	598876708c36c7755f50b43a	Tratamentos odontológicos	True	http://www.servicos.al.gov.br/servico/598876708c36c7755f50b43a/tratamentos-odontologicos		None		
IDERAL	599dd79b8c36c73ba808f12a	Cotação de Preços De Produtos Hortifrutigranjeiro	True	http://www.servicos.al.gov.br/servico/599dd79b8c36c73ba808f12a/cotacao-de-precos-de-produtos-hortifrutigranjeiro		None		20/10/2017 19:30
INMEQ	5ab2504e547bb370bc7c1c4c	SERVIÇO DE ACESSO À INFORMAÇÃO		http://www.servicos.al.gov.br/servico/5ab2504e547bb370bc7c1c4c/servico-de-acesso-a-informacao	Interativo	ANTONIO RENATO BARBOSA NETO		21/03/2018 09:30
INMEQ	5ab25589547bb370bc7c1c51	Ouvidoria		http://www.servicos.al.gov.br/servico/5ab25589547bb370bc7c1c51/ouvidoria	Interativo	ANTONIO RENATO BARBOSA NETO		21/03/2018 09:52
INMEQ	5ab25ad0547bb370bc7c1c54	2ª VIA DE GRU		http://www.servicos.al.gov.br/servico/5ab25ad0547bb370bc7c1c54/2-via-de-gru	Interativo	ANTONIO RENATO BARBOSA NETO	21/03/2018 10:15	21/03/2018 10:14
INMEQ	5ab25d46547bb370bc7c1c56	AFERIÇÃO DE TAXÍMETRO		http://www.servicos.al.gov.br/servico/5ab25d46547bb370bc7c1c56/afericao-de-taximetro	Interativo	ANTONIO RENATO BARBOSA NETO		21/03/2018 10:25
ITEC	593866718c36c71f328eac91	Digitalização de Acervo Permanente	True	http://www.servicos.al.gov.br/servico/593866718c36c71f328eac91/digitalizacao-de-acervo-permanente		None		
ITEC	593af6178c36c725d9c10fe2	Assessoramento, apoio e suporte aos líderes de projeto dos órgãos e secretarias do governo	True	http://www.servicos.al.gov.br/servico/593af6178c36c725d9c10fe2/assessoramento-apoio-e-suporte-aos-lideres-de-projeto-dos-orgaos-e-secretarias-do-governo		None		
ITEC	593afd3c8c36c731af104e2c	Proporcionar treinamentos aos líderes de projetos das instituições e õrgãos no uso das ferramentas do ambiente operacional	True	http://www.servicos.al.gov.br/servico/593afd3c8c36c731af104e2c/proporcionar-treinamentos-aos-lideres-de-projetos-das-instituicoes-e-orgaos-no-uso-das-ferramentas-do-ambiente-operacional		None		
ITEC	594bf3268c36c705ccd1353d	Fábrica de Sistemas	True	http://www.servicos.al.gov.br/servico/594bf3268c36c705ccd1353d/fabrica-de-sistemas		None		
ITEC	594c324d8c36c71ccd615f97	Suportar aos líderes de projetos em reuniões técnicas e em elaborações de documentação para ambiente de projetos	True	http://www.servicos.al.gov.br/servico/594c324d8c36c71ccd615f97/suportar-aos-lideres-de-projetos-em-reunioes-tecnicas-e-em-elaboracoes-de-documentacao-para-ambiente-de-projetos		None		
ITEC	594c39238c36c71ccd615f9b	Fábrica de Sítios	True	http://www.servicos.al.gov.br/servico/594c39238c36c71ccd615f9b/fabrica-de-sitios		None		
ITEC	594d2b5b8c36c7470556cf74	Servidor virtual tipo 1	True	http://www.servicos.al.gov.br/servico/594d2b5b8c36c7470556cf74/servidor-virtual-tipo-1		None		
ITEC	594d2d718c36c7489a732efa	Servidor virtual tipo 2	True	http://www.servicos.al.gov.br/servico/594d2d718c36c7489a732efa/servidor-virtual-tipo-2		None		
ITEC	594d2f728c36c74a20b09c35	Servidor virtual tipo 3	True	http://www.servicos.al.gov.br/servico/594d2f728c36c74a20b09c35/servidor-virtual-tipo-3		None		
ITEC	594d329c8c36c74bafa128f7	Colocation Servidor Blade	True	http://www.servicos.al.gov.br/servico/594d329c8c36c74bafa128f7/colocation-servidor-blade		None		
ITEC	595124f78c36c70fe2e74657	Hospedagem Banco MySQL	True	http://www.servicos.al.gov.br/servico/595124f78c36c70fe2e74657/hospedagem-banco-mysql		None		
ITEC	595126c38c36c70fe2e74659	Hospedagem Banco PostgreSQL	True	http://www.servicos.al.gov.br/servico/595126c38c36c70fe2e74659/hospedagem-banco-postgresql		None		
ITEC	59527b238c36c76e5335fbfb	Hospedagem Banco Oracle	True	http://www.servicos.al.gov.br/servico/59527b238c36c76e5335fbfb/hospedagem-banco-oracle		None		
ITEC	59527d818c36c76e5335fbfd	Colocation servidor padrão	True	http://www.servicos.al.gov.br/servico/59527d818c36c76e5335fbfd/colocation-servidor-padrao		None		
ITEC	59527e948c36c76e5335fbff	VPN	True	http://www.servicos.al.gov.br/servico/59527e948c36c76e5335fbff/vpn		None		
ITEC	59528a2b8c36c76e5335fc03	Consultoria Infraestrutura ou Redes	True	http://www.servicos.al.gov.br/servico/59528a2b8c36c76e5335fc03/consultoria-infraestrutura-ou-redes		None		
ITEC	59528c848c36c772b210b7cf	Gerenciamento de Projetos	True	http://www.servicos.al.gov.br/servico/59528c848c36c772b210b7cf/gerenciamento-de-projetos		None		
ITEC	59528dc08c36c76e5335fc07	TREINAMENTO INT. GERENCIAMENTO DE PROJETOS E MS-PROJECT BÁSICO	True	http://www.servicos.al.gov.br/servico/59528dc08c36c76e5335fc07/treinamento-int-gerenciamento-de-projetos-e-ms-project-basico		None		
ITEC	5952921e8c36c76e5335fc08	TREINAMENTO ACESSOS AMBIENTE OPERACIONAL EPM-SHAREPOINT/MS-PROJECT	True	http://www.servicos.al.gov.br/servico/5952921e8c36c76e5335fc08/treinamento-acessos-ambiente-operacional-epm-sharepoint-ms-project		None		
ITEC	5953fb198c36c75aed5efffb	TREINAMENTO MS-PROJECT INTERMEDIÁRIO	True	http://www.servicos.al.gov.br/servico/5953fb198c36c75aed5efffb/treinamento-ms-project-intermediario		None		
ITEC	5953fe2b8c36c75aed5efffd	TREINAMENTO MS-PROJECT AVANÇADO	True	http://www.servicos.al.gov.br/servico/5953fe2b8c36c75aed5efffd/treinamento-ms-project-avancado		None		
ITEC	595674bc8c36c763817c4e7b	MENTORING (ASSESSORIA EM GESTÃO PROJETOS AOS GPs) E CONSULTORIA EM GESTÃO DE PROJETOS	True	http://www.servicos.al.gov.br/servico/595674bc8c36c763817c4e7b/mentoring-assessoria-em-gestao-projetos-aos-gps-e-consultoria-em-gestao-de-projetos		None		
ITEC	59567a3e8c36c763817c4e7d	AMBIENTE EPM-MSP/SHAREPOINT	True	http://www.servicos.al.gov.br/servico/59567a3e8c36c763817c4e7d/ambiente-epm-msp-sharepoint		None		
ITEC	595680738c36c763817c4e7f	Business Intelligence - BI	True	http://www.servicos.al.gov.br/servico/595680738c36c763817c4e7f/business-intelligence-bi		None		
ITEC	595688358c36c763817c4e81	E-SIC	True	http://www.servicos.al.gov.br/servico/595688358c36c763817c4e81/e-sic		None		
ITEC	5956a12a8c36c77d95585b0a	Portal da Transparência	True	http://www.servicos.al.gov.br/servico/5956a12a8c36c77d95585b0a/portal-da-transparencia		None		
ITEC	5956a27b8c36c77d95585b0c	Sistema de Gestão de Frotas	True	http://www.servicos.al.gov.br/servico/5956a27b8c36c77d95585b0c/sistema-de-gestao-de-frotas		None		
ITEC	5956a27d8c36c77d95585b0d	Almoxarifado	True	http://www.servicos.al.gov.br/servico/5956a27d8c36c77d95585b0d/almoxarifado		None		
ITEC	5956a49b8c36c77d95585b10	Ficha Funcional	True	http://www.servicos.al.gov.br/servico/5956a49b8c36c77d95585b10/ficha-funcional		None		
ITEC	5956a5878c36c77d95585b12	Sistema de Contratos e Convênios	True	http://www.servicos.al.gov.br/servico/5956a5878c36c77d95585b12/sistema-de-contratos-e-convenios		None		
ITEC	5956a77f8c36c77d95585b14	Manutenção Corretiva e Adaptativa	True	http://www.servicos.al.gov.br/servico/5956a77f8c36c77d95585b14/manutencao-corretiva-e-adaptativa		None		
ITEC	5956a7d58c36c77d95585b15	Sistema de Gestão Estratégica	True	http://www.servicos.al.gov.br/servico/5956a7d58c36c77d95585b15/sistema-de-gestao-estrategica		None		
ITEC	5956a95c8c36c77d95585b19	Implantação de Sistemas de Terceiros	True	http://www.servicos.al.gov.br/servico/5956a95c8c36c77d95585b19/implantacao-de-sistemas-de-terceiros		None		
ITEC	5956a9e38c36c77d95585b1b	Análise e Diagnóstico de Ambientes Computacionais	True	http://www.servicos.al.gov.br/servico/5956a9e38c36c77d95585b1b/analise-e-diagnostico-de-ambientes-computacionais		None		
ITEC	5956ab118c36c77d95585b1c	Controle de Acessos de Visitantes	True	http://www.servicos.al.gov.br/servico/5956ab118c36c77d95585b1c/controle-de-acessos-de-visitantes		None		
ITEC	5956abae8c36c77d95585b1f	Manutenção Evolutiva	True	http://www.servicos.al.gov.br/servico/5956abae8c36c77d95585b1f/manutencao-evolutiva		None		
ITEC	5956ac2d8c36c77d95585b21	Ambiente de Desenvolvimento Corporativo	True	http://www.servicos.al.gov.br/servico/5956ac2d8c36c77d95585b21/ambiente-de-desenvolvimento-corporativo		None		
ITEC	5956add68c36c77d95585b22	Desenvolvimento de Aplicativos Móveis	True	http://www.servicos.al.gov.br/servico/5956add68c36c77d95585b22/desenvolvimento-de-aplicativos-moveis		None		
ITERAL	5a3bd6c6547bb365c881e67b	EMISSÃO DE DECLARAÇÃO DE APTIDÃO	True	http://www.servicos.al.gov.br/servico/5a3bd6c6547bb365c881e67b/emissao-de-declaracao-de-aptidao	Informacional	JOSÉ CLÉRISTON CAMPOS LISBOA	27/12/2017 10:45	21/12/2017 12:44
ITERAL	5a3bd98a547bb365c881e67d	EMISSÃO DE CERTIDÃO DE BENEFICIÁRIO	True	http://www.servicos.al.gov.br/servico/5a3bd98a547bb365c881e67d/emissao-de-certidao-de-beneficiario	Informacional	JOSÉ CLÉRISTON CAMPOS LISBOA	27/12/2017 10:46	21/12/2017 12:55
ITERAL	5a3be296547bb365c881e681	OUVIDORIA	True	http://www.servicos.al.gov.br/servico/5a3be296547bb365c881e681/ouvidoria	Transformacional	HELCIANE ANGÉLICA SANTOS PEREIRA	31/01/2018 07:51	21/12/2017 13:34
ITERAL	5a3cfc4f547bb3216e0cd7c0	EMISSÃO DE SEGUNDA VIA DO TÍTULO DEFINITIVO DE PROPRIEDADE	True	http://www.servicos.al.gov.br/servico/5a3cfc4f547bb3216e0cd7c0/emissao-de-segunda-via-do-titulo-definitivo-de-propriedade	Informacional	JOSÉ CLÉRISTON CAMPOS LISBOA	27/12/2017 10:47	22/12/2017 09:36
ITERAL	5a3cfdab547bb3216e0cd7c2	EMISSÃO DA SEGUNDA VIA DO TÍTULO DE RECONHECIMENTO DE DOMÍNIO	True	http://www.servicos.al.gov.br/servico/5a3cfdab547bb3216e0cd7c2/emissao-da-segunda-via-do-titulo-de-reconhecimento-de-dominio	Informacional	JOSÉ CLÉRISTON CAMPOS LISBOA	27/12/2017 10:47	22/12/2017 09:42
ITERAL	5a43a3ed547bb36aabcc947f	REVISÃO DE LIMITES TERRITORIAIS - GERAL		http://www.servicos.al.gov.br/servico/5a43a3ed547bb36aabcc947f/revisao-de-limites-territoriais-geral		None		27/12/2017 10:45
ITERAL	5a43a421547bb36aabcc9480	REVISÃO DE LIMITES TERRITORIAIS - GERAL		http://www.servicos.al.gov.br/servico/5a43a421547bb36aabcc9480/revisao-de-limites-territoriais-geral	Informacional	HELCIANE ANGÉLICA SANTOS PEREIRA	31/01/2018 07:50	27/12/2017 10:46
IMA	576282b68c36c74b0e000000	Defesa de infração	True	http://www.servicos.al.gov.br/servico/576282b68c36c74b0e000000/defesa-de-infracao		None		20/10/2017 19:24
IMA	576285348c36c74c9d000000	Defesa prévia de Intimação	True	http://www.servicos.al.gov.br/servico/576285348c36c74c9d000000/defesa-previa-de-intimacao		None		
IMA	57628c068c36c74e87000000	Solicitação de Licença Ambiental	True	http://www.servicos.al.gov.br/servico/57628c068c36c74e87000000/solicitacao-de-licenca-ambiental		None		20/10/2017 19:24
IMA	5762928f8c36c74e87000001	Denúncia de Infração Ambiental	True	http://www.servicos.al.gov.br/servico/5762928f8c36c74e87000001/denuncia-de-infracao-ambiental		None		
IMA	588b4b4c8c36c73b9d02f73b	Solicitação de análises de águas de mananciais de superfície (com tratamento e sem tratamento) e subterrâneo (com tratamento e sem tratamento).	True	http://www.servicos.al.gov.br/servico/588b4b4c8c36c73b9d02f73b/solicitacao-de-analises-de-aguas-de-mananciais-de-superficie-com-tratamento-e-sem-tratamento-e-subterraneo-com-tratamento-e-sem-tratamento		None		
IMA	588b4c168c36c73b9d02f73c	Solicitação de análises de efluentes (resíduos) industriais (com tratamento e sem tratamento) e de esgotamentos sanitários (com tratamento e sem tratamento).	True	http://www.servicos.al.gov.br/servico/588b4c168c36c73b9d02f73c/solicitacao-de-analises-de-efluentes-residuos-industriais-com-tratamento-e-sem-tratamento-e-de-esgotamentos-sanitarios-com-tratamento-e-sem-tratamento		None		
IMA	589dce598c36c714d943b5f5	Monitoramento de qualidade das águas das praias do Estado de Alagoas (litoral norte-Maceió-litoral sul) para fins de balneabilidade.	True	http://www.servicos.al.gov.br/servico/589dce598c36c714d943b5f5/monitoramento-de-qualidade-das-aguas-das-praias-do-estado-de-alagoas-litoral-norte-maceio-litoral-sul-para-fins-de-balneabilidade		None		
IMA	589dcf448c36c714d943b5f6	Monitoramento de qualidade das águas do Complexo Estuarino Lagunar de Mundaú-Manguaba/CELMM (Lagunas Mundaú e Manguaba)	True	http://www.servicos.al.gov.br/servico/589dcf448c36c714d943b5f6/monitoramento-de-qualidade-das-aguas-do-complexo-estuarino-lagunar-de-mundau-manguaba-celmm-lagunas-mundau-e-manguaba		None		
JUCEAL	59441fb68c36c72fb373d504	Inscrição do Primeiro estabelecimento no estado (sede)  ou Filial dentro ou Fora do Estado		http://www.servicos.al.gov.br/servico/59441fb68c36c72fb373d504/inscricao-do-primeiro-estabelecimento-no-estado-sede-ou-filial-dentro-ou-fora-do-estado		None		
JUCEAL	595163a18c36c73712f00645	Alteração do Primeiro estabelicimento no estado (sede)  ou  Filial fora ou dentro do estado		http://www.servicos.al.gov.br/servico/595163a18c36c73712f00645/alteracao-do-primeiro-estabelicimento-no-estado-sede-ou-filial-fora-ou-dentro-do-estado		None		
JUCEAL	595164f38c36c73712f00648	Baixa do Primeiro estabelicimento no estado (sede)  ou  Filial fora ou dentro do estado		http://www.servicos.al.gov.br/servico/595164f38c36c73712f00648/baixa-do-primeiro-estabelicimento-no-estado-sede-ou-filial-fora-ou-dentro-do-estado		None		
POAL	56dd60658c36c73000000000	1ª via da Identificação Civil	True	http://www.servicos.al.gov.br/servico/56dd60658c36c73000000000/1-via-da-identificacao-civil	Informacional	Aarão José da Silva	24/04/2018 10:46	16/10/2017 14:20
POAL	56dd637c8c36c73138000000	2ª via da Identificação Civil	True	http://www.servicos.al.gov.br/servico/56dd637c8c36c73138000000/2-via-da-identificacao-civil	Informacional	Aarão José da Silva	24/04/2018 10:49	16/10/2017 14:20
POAL	5ad0bf27547bb35f4dbfdf95	Agendamento Eletrônico para Carteira de Identidade	True	http://www.servicos.al.gov.br/servico/5ad0bf27547bb35f4dbfdf95/agendamento-eletronico-para-carteira-de-identidade	Informacional	Aarão José da Silva	13/04/2018 13:56	13/04/2018 11:31
POAL	5ad0ca49547bb35f4dbfdf97	Emissão de Certidão de Antecedente Criminal	True	http://www.servicos.al.gov.br/servico/5ad0ca49547bb35f4dbfdf97/emissao-de-certidao-de-antecedente-criminal	Informacional	Aarão José da Silva	13/04/2018 13:00	13/04/2018 12:18
Polícia Civíl	5acfa7b7547bb35f4dbfdf91	Registro de Boletim de Ocorrência		http://www.servicos.al.gov.br/servico/5acfa7b7547bb35f4dbfdf91/registro-de-boletim-de-ocorrencia	Informacional	Larissa de Albuquerque Wilson	16/04/2018 14:17	12/04/2018 15:38
PM AL	5a46229f547bb32e573d0831	Fale Conosco		http://www.servicos.al.gov.br/servico/5a46229f547bb32e573d0831/fale-conosco	Informacional	André Álvaro do Bonfim	29/12/2017 09:21	29/12/2017 08:10
SEAGRI	594d4d748c36c75f49163336	Distribuição de alevinos	True	http://www.servicos.al.gov.br/servico/594d4d748c36c75f49163336/distribuicao-de-alevinos		None		20/10/2017 19:31
SEADES	5952ad228c36c710e645568c	Serviço Especializado para Pessoas em Situação de Rua	True	http://www.servicos.al.gov.br/servico/5952ad228c36c710e645568c/servico-especializado-para-pessoas-em-situacao-de-rua		None		
SEADES	5952b2758c36c710e645568e	Acesso ao Benefício de Prestação Continuada - BPC/LOAS	True	http://www.servicos.al.gov.br/servico/5952b2758c36c710e645568e/acesso-ao-beneficio-de-prestacao-continuada-bpc-loas		None		20/10/2017 19:15
SEADES	5952b6b88c36c710e6455690	Acesso ao Programa Bolsa Família	True	http://www.servicos.al.gov.br/servico/5952b6b88c36c710e6455690/acesso-ao-programa-bolsa-familia		None		
SEADES	5952be268c36c710e6455695	Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos	True	http://www.servicos.al.gov.br/servico/5952be268c36c710e6455695/servico-de-protecao-e-atendimento-especializado-a-familias-e-individuos		None		
SEADES	5952c83b8c36c72478500efd	Serviço de Proteção e Atendimento Integral à família	True	http://www.servicos.al.gov.br/servico/5952c83b8c36c72478500efd/servico-de-protecao-e-atendimento-integral-a-familia		None		
SEADES	5952c91b8c36c72478500eff	Serviço de Proteção Social a Adolescentes em Cumprimento de Medida Socioeducativa de Liberdade Assistida (LA) e de Prestação de Serviços à Comunidade	True	http://www.servicos.al.gov.br/servico/5952c91b8c36c72478500eff/servico-de-protecao-social-a-adolescentes-em-cumprimento-de-medida-socioeducativa-de-liberdade-assistida-la-e-de-prestacao-de-servicos-a-comunidade		None		
SEADES	599db5fa8c36c71bf136374b	Restaurante Popular	True	http://www.servicos.al.gov.br/servico/599db5fa8c36c71bf136374b/restaurante-popular		None		
SECTI	588f76fe8c36c73b35efc460	Agendamento de visitas aos polos do parque tecnológico de alagoas	True	http://www.servicos.al.gov.br/servico/588f76fe8c36c73b35efc460/agendamento-de-visitas-aos-polos-do-parque-tecnologico-de-alagoas		None		
SECTI	588f7cfc8c36c73b35efc463	Cadastramento de eventos na Semana Estadual de Ciência e Tecnologia	True	http://www.servicos.al.gov.br/servico/588f7cfc8c36c73b35efc463/cadastramento-de-eventos-na-semana-estadual-de-ciencia-e-tecnologia		None		
SECOM	59e89111e573a35ca98786a7	Notícias oficiais das ações do Governo de Alagoas	True	http://www.servicos.al.gov.br/servico/59e89111e573a35ca98786a7/noticias-oficiais-das-acoes-do-governo-de-alagoas		None		19/10/2017 09:00
SECULT	59c3cb4a8c36c74fb449e21b	Agendamento de visitação na Biblioteca Pública Estadual Graciliano Ramos	True	http://www.servicos.al.gov.br/servico/59c3cb4a8c36c74fb449e21b/agendamento-de-visitacao-na-biblioteca-publica-estadual-graciliano-ramos		None		06/11/2017 11:49
SECULT	59c3cbe98c36c74fb449e21d	Agendamento de visitação de grupos ao Museu Palácio Floriano Peixoto	True	http://www.servicos.al.gov.br/servico/59c3cbe98c36c74fb449e21d/agendamento-de-visitacao-de-grupos-ao-museu-palacio-floriano-peixoto		None		06/11/2017 11:49
SECULT	59c3cd318c36c74fb449e21f	Agendamento de visitação de grupos ao Museu da Imagem e do Som de Alagoas	True	http://www.servicos.al.gov.br/servico/59c3cd318c36c74fb449e21f/agendamento-de-visitacao-de-grupos-ao-museu-da-imagem-e-do-som-de-alagoas		None		06/11/2017 11:49
SECULT	59c3d5a08c36c74fb449e221	Matrículas para cursos do Centro de Belas Artes de Alagoas	True	http://www.servicos.al.gov.br/servico/59c3d5a08c36c74fb449e221/matriculas-para-cursos-do-centro-de-belas-artes-de-alagoas	Informacional	Daniel Gonçalves Lima Borges da Silva	10/01/2018 10:53	06/11/2017 11:49
SECULT	5a009294547bb36e64f7f04f	Solicitação para produção de fotos e vídeos no Museu Palácio Floriano Peixoto	True	http://www.servicos.al.gov.br/servico/5a009294547bb36e64f7f04f/solicitacao-para-producao-de-fotos-e-videos-no-museu-palacio-floriano-peixoto		None		06/11/2017 13:50
SECULT	5a0093ee547bb36e64f7f051	Solicitação de espaço para a realização de eventos no Museu Palácio Floriano Peixoto	True	http://www.servicos.al.gov.br/servico/5a0093ee547bb36e64f7f051/solicitacao-de-espaco-para-a-realizacao-de-eventos-no-museu-palacio-floriano-peixoto		None		06/11/2017 13:56
SECULT	5a5617c7547bb3384cccce71	Curso de Teoria Musical		http://www.servicos.al.gov.br/servico/5a5617c7547bb3384cccce71/curso-de-teoria-musical	Informacional	Daniel Gonçalves Lima Borges da Silva	10/01/2018 10:53	10/01/2018 10:40
SECULT	5a561c49547bb3384cccce73	Curso de Musicalização		http://www.servicos.al.gov.br/servico/5a561c49547bb3384cccce73/curso-de-musicalizacao	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:30	10/01/2018 10:59
SECULT	5a561e29547bb3384cccce75	Curso de Instrumentos de sopro		http://www.servicos.al.gov.br/servico/5a561e29547bb3384cccce75/curso-de-instrumentos-de-sopro	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:30	10/01/2018 11:07
SECULT	5a563ab4547bb3384cccce77	Curso de Violão		http://www.servicos.al.gov.br/servico/5a563ab4547bb3384cccce77/curso-de-violao	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:31	10/01/2018 13:09
SECULT	5a563c29547bb3384cccce79	Curso de Cavaquinho		http://www.servicos.al.gov.br/servico/5a563c29547bb3384cccce79/curso-de-cavaquinho	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:31	10/01/2018 13:15
SECULT	5a563d11547bb3384cccce7b	Curso de Percussão		http://www.servicos.al.gov.br/servico/5a563d11547bb3384cccce7b/curso-de-percussao	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:31	10/01/2018 13:19
SECULT	5a563e56547bb3384cccce7d	Ballet Clássico		http://www.servicos.al.gov.br/servico/5a563e56547bb3384cccce7d/ballet-classico	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:31	10/01/2018 13:24
SECULT	5a563ea3547bb3384cccce7e	Ballet para iniciantes		http://www.servicos.al.gov.br/servico/5a563ea3547bb3384cccce7e/ballet-para-iniciantes	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:31	10/01/2018 13:26
SECULT	5a56402d547bb3384cccce80	Curso de Dança Afro		http://www.servicos.al.gov.br/servico/5a56402d547bb3384cccce80/curso-de-danca-afro	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:52	10/01/2018 13:32
SECULT	5a56407f547bb3384cccce81	Curso de Expressão Corporal		http://www.servicos.al.gov.br/servico/5a56407f547bb3384cccce81/curso-de-expressao-corporal	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 13:34
SECULT	5a564186547bb37df06ec96b	Capoeira		http://www.servicos.al.gov.br/servico/5a564186547bb37df06ec96b/capoeira	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 13:38
SECULT	5a564297547bb3384cccce84	Curso de Teatro		http://www.servicos.al.gov.br/servico/5a564297547bb3384cccce84/curso-de-teatro	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:52	10/01/2018 13:43
SECULT	5a564421547bb3384cccce86	Curso de História da Arte do Brasil		http://www.servicos.al.gov.br/servico/5a564421547bb3384cccce86/curso-de-historia-da-arte-do-brasil	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:21	10/01/2018 13:49
SECULT	5a5644a9547bb3384cccce88	Curso de História da Arte Ocidental		http://www.servicos.al.gov.br/servico/5a5644a9547bb3384cccce88/curso-de-historia-da-arte-ocidental	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:21	10/01/2018 13:51
SECULT	5a56452d547bb3384cccce8a	Curso de História da Arte Pré-Colombiana		http://www.servicos.al.gov.br/servico/5a56452d547bb3384cccce8a/curso-de-historia-da-arte-pre-colombiana	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:21	10/01/2018 13:54
SECULT	5a5645a0547bb3384cccce8c	Curso de História do Cinema		http://www.servicos.al.gov.br/servico/5a5645a0547bb3384cccce8c/curso-de-historia-do-cinema	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:20	10/01/2018 13:56
SECULT	5a56461a547bb3384cccce8f	Oficina de Origami		http://www.servicos.al.gov.br/servico/5a56461a547bb3384cccce8f/oficina-de-origami	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 13:58
SECULT	5a5646c1547bb3384cccce91	Curso de História da Arte Geral		http://www.servicos.al.gov.br/servico/5a5646c1547bb3384cccce91/curso-de-historia-da-arte-geral	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:20	10/01/2018 14:00
SECULT	5a564750547bb3384cccce93	Curso de Interpretação		http://www.servicos.al.gov.br/servico/5a564750547bb3384cccce93/curso-de-interpretacao	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:03
SECULT	5a5647ae547bb3384cccce95	Curso de Montagem		http://www.servicos.al.gov.br/servico/5a5647ae547bb3384cccce95/curso-de-montagem	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:04
SECULT	5a564810547bb3384cccce97	Curso de Teclado		http://www.servicos.al.gov.br/servico/5a564810547bb3384cccce97/curso-de-teclado	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:06
SECULT	5a5648a0547bb303bfca6249	Curso de Violino		http://www.servicos.al.gov.br/servico/5a5648a0547bb303bfca6249/curso-de-violino	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:20	10/01/2018 14:08
SECULT	5a564952547bb3055b166045	Curso de Sax		http://www.servicos.al.gov.br/servico/5a564952547bb3055b166045/curso-de-sax	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:11
SECULT	5a5649b7547bb3384cccce9a	Curso de Clarinete		http://www.servicos.al.gov.br/servico/5a5649b7547bb3384cccce9a/curso-de-clarinete	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:13
SECULT	5a564a24547bb3384cccce9c	Curso de Flauta Doce		http://www.servicos.al.gov.br/servico/5a564a24547bb3384cccce9c/curso-de-flauta-doce	Informacional	Daniel Gonçalves Lima Borges da Silva	10/01/2018 14:15	10/01/2018 14:15
SECULT	5a564a9b547bb3384cccce9e	Curso de Flauta Transversal		http://www.servicos.al.gov.br/servico/5a564a9b547bb3384cccce9e/curso-de-flauta-transversal	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:53	10/01/2018 14:17
SECULT	5a564afc547bb3384ccccea0	Curso de Trompete		http://www.servicos.al.gov.br/servico/5a564afc547bb3384ccccea0/curso-de-trompete	Informacional	Daniel Gonçalves Lima Borges da Silva		10/01/2018 14:18
SECULT	5a5652ef547bb3384ccccea2	Curso de Trombone		http://www.servicos.al.gov.br/servico/5a5652ef547bb3384ccccea2/curso-de-trombone	Informacional	Daniel Gonçalves Lima Borges da Silva	11/01/2018 09:32	10/01/2018 14:52
