Orgao	ID serv.	Nome Serviço	QTDO_brigatorio	QTD_opcionais	Percentual_Obrigatorio	Percentual_Opcionais	Nota do serviço	Status	Atualizador	Data Modificação	Data Criação	Nota - Nome do Serviço*	Nota - Descrição do Serviço*	Nota - Unidades de Atendimento*	Nota - Solicitante*	Nota - Categoria*	Nota - Publico Alvo*	Nota - Maturidade*	Nota - Título da Etapa*	Nota - Descrição da Etapa*	Nota - Nomes Populares	Nota - Tempo Estimado	Nota - Comentarios do Tempo	Nota - Gratuidade	Nota - Outras Informaçoes	Nota - Documentos	Nota - Exceções de Documentos	Nota - Canais	Nota - Valor Custo	Nota - Descrição do Custo
SEADES	5952be268c36c710e6455695	Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SEADES	5952c83b8c36c72478500efd	Serviço de Proteção e Atendimento Integral à família	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SEADES	5952c91b8c36c72478500eff	Serviço de Proteção Social a Adolescentes em Cumprimento de Medida Socioeducativa de Liberdade Assistida (LA) e de Prestação de Serviços à Comunidade	7,0	2,0	0,777777777778	0,222222222222	0,5	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	1,0	1,0	0,0	False	0,0	0,0	0,0	0,0	0,0	0,0
SEADES	599db5fa8c36c71bf136374b	Restaurante Popular	9,0	3,0	1,0	0,333333333333	0,666666666667	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	True	0,0	0,0	0,0	1,0	1,0	0,0
SECTI	588f76fe8c36c73b35efc460	Agendamento de visitas aos polos do parque tecnológico de alagoas	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECTI	588f7cfc8c36c73b35efc463	Cadastramento de eventos na Semana Estadual de Ciência e Tecnologia	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None			1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECOM	59e89111e573a35ca98786a7	Notícias oficiais das ações do Governo de Alagoas	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	None		19/10/2017 09:00	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	59c3cb4a8c36c74fb449e21b	Agendamento de visitação na Biblioteca Pública Estadual Graciliano Ramos	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None		06/11/2017 11:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	59c3cbe98c36c74fb449e21d	Agendamento de visitação de grupos ao Museu Palácio Floriano Peixoto	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None		06/11/2017 11:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	59c3cd318c36c74fb449e21f	Agendamento de visitação de grupos ao Museu da Imagem e do Som de Alagoas	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	None		06/11/2017 11:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	59c3d5a08c36c74fb449e221	Matrículas para cursos do Centro de Belas Artes de Alagoas	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	Daniel Gonçalves Lima Borges da Silva	10/01/2018 10:53	06/11/2017 11:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a009294547bb36e64f7f04f	Solicitação para produção de fotos e vídeos no Museu Palácio Floriano Peixoto	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None		06/11/2017 13:50	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a0093ee547bb36e64f7f051	Solicitação de espaço para a realização de eventos no Museu Palácio Floriano Peixoto	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	None		06/11/2017 13:56	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5617c7547bb3384cccce71	Curso de Teoria Musical	9,0	9,0	1,0	1,0	1,0	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:05	10/01/2018 10:40	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	False	1,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a561c49547bb3384cccce73	Curso de Musicalização	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:05	10/01/2018 10:59	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	False	1,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a561e29547bb3384cccce75	Curso de Instrumentos de sopro	9,0	8,0	1,0	0,888888888889	0,944444444444	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:06	10/01/2018 11:07	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a563ab4547bb3384cccce77	Curso de Violão	8,0	8,0	0,888888888889	0,888888888889	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:06	10/01/2018 13:09	1,0	1,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a563c29547bb3384cccce79	Curso de Cavaquinho	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:06	10/01/2018 13:15	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	1,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a563d11547bb3384cccce7b	Curso de Percussão	8,0	7,0	0,888888888889	0,777777777778	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:06	10/01/2018 13:19	1,0	1,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a563e56547bb3384cccce7d	Ballet Clássico	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:07	10/01/2018 13:24	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a563ea3547bb3384cccce7e	Ballet para iniciantes	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:07	10/01/2018 13:26	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a56402d547bb3384cccce80	Curso de Dança Afro	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:07	10/01/2018 13:32	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a56407f547bb3384cccce81	Curso de Expressão Corporal	8,0	5,0	0,888888888889	0,555555555556	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:08	10/01/2018 13:34	1,0	1,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a564186547bb37df06ec96b	Capoeira	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:08	10/01/2018 13:38	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a564297547bb3384cccce84	Curso de Teatro	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:08	10/01/2018 13:43	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a564421547bb3384cccce86	Curso de História da Arte do Brasil	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:08	10/01/2018 13:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5644a9547bb3384cccce88	Curso de História da Arte Ocidental	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:09	10/01/2018 13:51	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a56452d547bb3384cccce8a	Curso de História da Arte Pré-Colombiana	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:08	10/01/2018 13:54	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a5645a0547bb3384cccce8c	Curso de História do Cinema	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:09	10/01/2018 13:56	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0		0,0	1,0	1,0	1,0	0,0	0,0
SECULT	5a56461a547bb3384cccce8f	Oficina de Origami	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:09	10/01/2018 13:58	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a5646c1547bb3384cccce91	Curso de História da Arte Geral	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:09	10/01/2018 14:00	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a564750547bb3384cccce93	Curso de Interpretação	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:10	10/01/2018 14:03	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a5647ae547bb3384cccce95	Curso de Montagem	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:10	10/01/2018 14:04	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a564810547bb3384cccce97	Curso de Teclado	8,0	6,0	0,888888888889	0,666666666667	0,777777777778	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:10	10/01/2018 14:06	1,0	1,0	1,0	0,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a5648a0547bb303bfca6249	Curso de Violino	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:09	10/01/2018 14:08	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a564952547bb3055b166045	Curso de Sax	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:11	10/01/2018 14:11	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5649b7547bb3384cccce9a	Curso de Clarinete	9,0	4,0	1,0	0,444444444444	0,722222222222	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:11	10/01/2018 14:13	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a564a24547bb3384cccce9c	Curso de Flauta Doce	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:11	10/01/2018 14:15	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a564a9b547bb3384cccce9e	Curso de Flauta Transversal	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:11	10/01/2018 14:17	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a564afc547bb3384ccccea0	Curso de Trompete	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:12	10/01/2018 14:18	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a5652ef547bb3384ccccea2	Curso de Trombone	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:12	10/01/2018 14:52	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a57580a547bb31d13e7c63e	Curso de Artesanato Criativo	8,0	6,0	0,888888888889	0,666666666667	0,777777777778	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:12	11/01/2018 09:26	1,0	1,0	1,0	1,0	1,0	0,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a575a5e547bb31d13e7c642	Ballet Baby Class	9,0	7,0	1,0	0,777777777778	0,888888888889	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:11	11/01/2018 09:36	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a575ba9547bb31d13e7c644	Curso de Artes Plásticas	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:13	11/01/2018 09:42	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a575cd6547bb31d13e7c648	Curso de Técnica Vocal	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:13	11/01/2018 09:47	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a575ce1547bb31d13e7c649	Curso de Canto	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:13	11/01/2018 09:47	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a575d7c547bb31d13e7c64b	Curso de Desenho e Pintura	9,0	6,0	1,0	0,666666666667	0,833333333333	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:14	11/01/2018 09:50	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	1,0	1,0	1,0	1,0
SECULT	5a57605f547bb31d13e7c64d	Hora do Conto	7,0	5,0	0,777777777778	0,555555555556	0,666666666667	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:13	11/01/2018 10:02	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	1,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576101547bb31d13e7c64f	Biblio Tour	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:14	11/01/2018 10:05	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a57615a547bb31d13e7c651	Cordel & Prosa	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:13	11/01/2018 10:06	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5761aa547bb31d13e7c653	Coco, Memória e Cordel	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:14	11/01/2018 10:07	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576229547bb31d13e7c655	Papo de Mestre	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:14	11/01/2018 10:10	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5763be547bb31d13e7c659	Doação de livros	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:15	11/01/2018 10:16	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576446547bb31d13e7c65b	Troca de livros	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:14	11/01/2018 10:19	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5764c1547bb31d13e7c65d	Cinemateca	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:16	11/01/2018 10:21	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a57654a547bb31d13e7c65f	Hora do Xadrez	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:15	11/01/2018 10:23	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576679547bb31d13e7c662	Empréstimo de livros	9,0	5,0	1,0	0,555555555556	0,777777777778	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:16	11/01/2018 10:28	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	1,0	0,0	False	0,0	1,0	0,0	1,0	1,0	1,0
SECULT	5a5766e8547bb31d13e7c664	Telecentro	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:16	11/01/2018 10:30	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576768547bb31d13e7c666	Memorial Graciliano Ramos	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:17	11/01/2018 10:32	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5767c4547bb31d13e7c668	Recital de Poesia	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:17	11/01/2018 10:33	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576835547bb31d13e7c66a	Bebeteca	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:17	11/01/2018 10:35	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5769a2547bb31d13e7c66c	Acervo de Obras Raras	8,0	4,0	0,888888888889	0,444444444444	0,666666666667	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:18	11/01/2018 10:41	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576ae2547bb31d13e7c66e	Acervo de escritores alagoanos	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:17	11/01/2018 10:47	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576b6c547bb31d13e7c670	Inclusão Digital	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:18	11/01/2018 10:49	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576c59547bb31d13e7c672	Acervo Carlos Moliterno	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:19	11/01/2018 10:53	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576caf547bb31d13e7c674	"Espaço ""Confraria Nós, Poetas"""	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:18	11/01/2018 10:54	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576dc6547bb31d13e7c676	Biblioteca Acessível	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:18	11/01/2018 10:59	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576e54547bb31d13e7c678	Acervo em BrailLe	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:21	11/01/2018 11:01	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a576f34547bb31d13e7c67a	Guia Vidente	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:20	11/01/2018 11:05	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5770f2547bb31d13e7c67c	Acervo de Audiolivro	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:20	11/01/2018 11:13	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a577142547bb31d13e7c67e	Contação de histórias para cego	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:21	11/01/2018 11:14	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a577202547bb31d13e7c680	Espaço Ubuntu	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:21	11/01/2018 11:17	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5773f3547bb31d13e7c682	Elaboração de currículos	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:22	11/01/2018 11:25	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a57744c547bb31d13e7c684	Catalogação de livros de escritores alagoanos	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:21	11/01/2018 11:27	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
SECULT	5a5caa60547bb31f5deb9b95	Espaço Edécio Lopes	7,0	4,0	0,777777777778	0,444444444444	0,611111111111	Ativo	Mariana Araújo de Vasconcelos Madeiro	04/05/2018 11:25	15/01/2018 10:19	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	False	0,0	0,0	0,0	1,0	1,0	1,0
