Orgao	ID serv.	Nome Serviço	QTDO_brigatorio	QTD_opcionais	Percentual_Obrigatorio	Percentual_Opcionais	Nota do servico	Status	Atualizador	Data Modificação	Data Criação	Nota do Nome*	 Nota dos Nomes Populares	Nota da Descrição do Servico*	Nota das Unidades Atendimento*	Nota do Tempo Estimado	Tipo do Tempo	Comentarios do Tempo	Nota de Outras Informações	Solicitante*	Tipo de Solicitante*	Requisitos do Solicitante	Nota da Categoria*	Nota do Publico Alvo	Nota da Etapa*	Nota do Título*	Nota da Descrição*	Nota dos Documentos	Nota dos Documentos Exceções	Nota dos Canais	Nota do Custo	Nota da Descrição do Custo	QTD Etapa	QTD title	QTD Descricao	QTD Documentos	Documentos Excecoes	QTD Canais	QTD Custo	QTD Description custo	Buffer Etapa
SECULT	5a5f43cd547bb320adf1ec69	Na Base da Cultura - Contação de História	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:38	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f4422547bb30e5e37a22f	Na Base da Cultura - Customização	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:40	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f44a6547bb30e5e37a231	Na Base da Cultura - Dança Contemporânea	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva	17/01/2018 09:42	17/01/2018 09:42	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f4505547bb30e5e37a234	Na Base da Cultura - Hip Hop	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:43	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f4556547bb30e5e37a236	Na Base da Cultura - Percussão	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:45	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f459b547bb30e5e37a238	Na Base da Cultura - Teatro	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:46	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f464f547bb320adf1ec6a	Vidas Nova nas Grotas - Hip Hop	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:49	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f468f547bb30e5e37a23a	Vida Novas das Grotas - Percussão	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:50	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f46df547bb30e5e37a23c	Vida Novas nas Grotas - Teatro		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:51	.....	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	.....	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	.....	0.0	0.0	0.0	0.0	0.0	.....	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	[]
SECULT	5a5f4758547bb30e5e37a23e	Vida Novas nas Grotas - Teoria Musical e Canto	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:53	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f47a2547bb30e5e37a241	Cultura Socioeducativa - Artesanato		Daniel Gonçalves Lima Borges da Silva	17/01/2018 10:09	17/01/2018 09:54	.....	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	.....	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	.....	0.0	0.0	0.0	0.0	0.0	.....	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	[]
SECULT	5a5f47f1547bb30e5e37a243	Cultura Socioeducativa - Oficina de Origami	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:56	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f482a547bb30e5e37a245	Cultura Socioeducativa - Violão	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 09:57	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f48d1547bb30e5e37a247	Curso de Percussão - Tabaca	6.0	6.0	0.75	0.46153846153846156	0.5714285714285714		Daniel Gonçalves Lima Borges da Silva		17/01/2018 10:00	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a5f4b57547bb30e5e37a24b	Cultura Socioeducativa - Cinema	6.0	5.0	0.75	0.38461538461538464	0.5238095238095238		Daniel Gonçalves Lima Borges da Silva		17/01/2018 10:10	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a785b55547bb304971f4a0a	Sistema Estadual de Bibliotecas Públicas de Alagoas	6.0	6.0	0.75	0.46153846153846156	0.5714285714285714		Daniel Gonçalves Lima Borges da Silva	05/02/2018 10:37	05/02/2018 10:25	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5a785c53547bb304971f4a0c	Sistema Alagoano de Museus	6.0	6.0	0.75	0.46153846153846156	0.5714285714285714		Daniel Gonçalves Lima Borges da Silva	05/02/2018 10:34	05/02/2018 10:29	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SECULT	5aafabcb547bb3341fda74df	Cineminha no Misa	6.0	7.0	0.75	0.5384615384615384	0.6190476190476191		Daniel Gonçalves Lima Borges da Silva		19/03/2018 09:23	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 0.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	593ecc7f8c36c75e41e55fc5	Programa uma Escola em cada esquina/Brasil Alfabetizado	8.0	10.0	1.0	0.7692307692307693	0.8571428571428571	True	None			1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0]
SEDUC	593ee9cb8c36c705e3a2e0a7	Dados Educacionais	7.0	9.0	0.875	0.6923076923076923	0.7619047619047619	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.5	0.5	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 0.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0]
SEDUC	593ef5978c36c7099eb45568	Inspeção Escolar	8.0	10.0	1.0	0.7692307692307693	0.8571428571428571	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0]
SEDUC	594005888c36c7258826f7e2	Equivalência de estudos no exterior	7.0	8.0	0.875	0.6153846153846154	0.7142857142857143	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 0.0, '** Et: ', 2.0, 'Description', 0.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0]
SEDUC	594008438c36c7258826f7e4	Certificação por meio do ENCCEJA	8.0	10.0	1.0	0.7692307692307693	0.8571428571428571	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	594009cb8c36c7258826f7e7	Emissão de documentos de escolas desativadas (EXTINTAS)	8.0	9.0	1.0	0.6923076923076923	0.8095238095238095	True	None			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	59400caf8c36c7258826f7ea	Validação de documentos de vida escolar	8.0	10.0	1.0	0.7692307692307693	0.8571428571428571	True	None			1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 2.0, 'Title', 1.0, '** Et: ', 2.0, 'Description', 1.0, '** Et: ', 2.0, 'Documentos', 1.0, '** Et: ', 2.0, 'Documentos', 0.0, '** Et: ', 2.0, 'Canais', 1.0, '** Et: ', 2.0, 'Custo', 1.0, '** Et: ', 2.0, 'Description', 0.0]
SEDUC	5940102b8c36c7258826f7ed	Regularização de Instituições de Ensino	8.0	8.0	1.0	0.6153846153846154	0.7619047619047619	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 1.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940140e8c36c7258826f7ef	Averbação de Tempo de Serviço / Contribuição	7.0	7.0	0.875	0.5384615384615384	0.6666666666666666	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	594017468c36c7258826f7f1	Desaverbação de Tempo de Serviço/Contribuição	7.0	7.0	0.875	0.5384615384615384	0.6666666666666666	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	59401d138c36c73ca800a182	Averbação de Licença-prêmio por assiduidade	7.0	7.0	0.875	0.5384615384615384	0.6666666666666666	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	59401ebb8c36c73ca800a184	Desaverbação da Licença-prêmio	7.0	7.0	0.875	0.5384615384615384	0.6666666666666666	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	594020748c36c73ca800a186	Certidão de Tempo de Serviço	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940b6688c36c724efe3869f	Exoneração	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940ba558c36c727003b91ff	Progressão Funcional	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940bdf68c36c727003b9201	Desistência de Pedido de Processo Administrativo	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940c2268c36c727003b9204	Certidão de Ato de Nomeação	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	5940c7388c36c727003b9206	Declaração de Tempo de Serviço	7.0	7.0	0.875	0.5384615384615384	0.6666666666666666	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
SEDUC	594169548c36c70265fe1d0b	Decreto de Nomeação	7.0	6.0	0.875	0.46153846153846156	0.6190476190476191	True	None			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	['** Et: ', 1.0, 'Title', 1.0, '** Et: ', 1.0, 'Description', 0.0, '** Et: ', 1.0, 'Documentos', 1.0, '** Et: ', 1.0, 'Documentos', 0.0, '** Et: ', 1.0, 'Canais', 1.0, '** Et: ', 1.0, 'Custo', 1.0, '** Et: ', 1.0, 'Description', 0.0]
